Time,Reference,Angle,Reference,Angle
16.97584,-321.871654,-321.812534,-471.315472,-471.238898
16.98596,-321.871654,-321.812534,-471.315472,-471.238898
16.99615,-321.871654,-321.812534,-471.315472,-471.238898
17.00631,-321.871654,-321.812534,-471.315472,-471.238898
17.01644,-321.871654,-321.812534,-471.315472,-471.238898
17.02659,-321.871654,-321.812534,-471.315472,-471.238898
17.03675,-321.871654,-321.812534,-471.315472,-471.238898
17.04688,-321.871654,-321.812534,-471.315472,-471.238898
17.05706,-321.871654,-321.812534,-471.315472,-471.238898
17.06721,-321.871654,-321.812534,-471.315472,-471.238898
17.07736,-321.871654,-321.812534,-471.315472,-471.238898
17.08749,-321.871654,-321.812534,-471.315472,-471.238898
17.09761,-321.871654,-321.812534,-471.315472,-471.238898
17.10795,-321.871654,-321.812534,-471.315472,-471.238898
17.11796,-321.871654,-321.812534,-471.315472,-471.238898
17.12808,-321.871654,-321.812534,-471.315472,-471.238898
17.13844,-321.871654,-321.812534,-471.315472,-471.238898
17.14844,-321.871654,-321.812534,-471.315472,-471.238898
17.15853,-321.871654,-321.812534,-471.315472,-471.238898
17.16867,-321.871654,-321.812534,-471.315472,-471.238898
17.17893,-321.871654,-321.812534,-471.315472,-471.238898
17.18906,-321.871654,-321.812534,-471.315472,-471.238898
17.19913,-321.871654,-321.812534,-471.315472,-471.238898
17.20925,-321.871654,-321.812534,-471.315472,-471.238898
17.21945,-321.871654,-321.812534,-471.315472,-471.238898
17.22964,-321.871654,-321.812534,-471.315472,-471.238898
17.24003,-321.871654,-321.812534,-471.315472,-471.238898
17.24984,-321.871654,-321.812534,-471.315472,-471.238898
17.26005,-321.871654,-321.812534,-471.315472,-471.238898
17.27202,-321.871654,-321.812534,-471.315472,-471.238898
17.28032,-321.871654,-321.812534,-471.315472,-471.238898
17.2905,-321.871654,-321.812534,-471.315472,-471.238898
17.30062,-321.871654,-321.812534,-471.315472,-471.238898
17.311,-321.871654,-321.812534,-471.315472,-471.238898
17.32093,-321.871654,-321.812534,-471.315472,-471.238898
17.33108,-321.871654,-321.812534,-471.315472,-471.238898
17.34122,-321.871654,-321.812534,-471.315472,-471.238898
17.35144,-321.871654,-321.812534,-471.315472,-471.238898
17.3699,-321.871654,-321.812534,-471.315472,-471.238898
17.37445,-321.871654,-321.812534,-471.315472,-471.238898
17.3846,-321.871654,-321.812534,-471.315472,-471.238898
17.39482,-321.871654,-321.812534,-471.315472,-471.238898
17.4049,-321.871654,-321.812534,-471.315472,-471.238898
17.41508,-321.871654,-321.812534,-471.315472,-471.238898
17.42524,-321.871654,-321.812534,-471.315472,-471.238898
17.43539,-321.871654,-321.812534,-471.315472,-471.238898
17.44556,-321.871654,-321.812534,-471.315472,-471.238898
17.45606,-321.871654,-321.812534,-471.315472,-471.238898
17.46622,-321.871654,-321.812534,-471.315472,-471.238898
17.47643,-321.871654,-321.812534,-471.315472,-471.238898
17.48653,-321.871654,-321.812534,-471.315472,-471.238898
17.49664,-321.871654,-321.812534,-471.315472,-471.238898
17.50686,-321.871654,-321.812534,-471.315472,-471.238898
17.51698,-321.871654,-321.812534,-471.315472,-471.238898
17.52723,-321.871654,-321.812534,-471.315472,-471.238898
17.53729,-321.871654,-321.812534,-471.315472,-471.238898
17.54756,-321.871654,-321.812534,-471.315472,-471.238898
17.55778,-321.871654,-321.812534,-471.315472,-471.238898
17.56803,-321.871654,-321.812534,-471.315472,-471.238898
17.57799,-321.871654,-321.812534,-471.315472,-471.238898
17.58818,-321.871654,-321.812534,-471.315472,-471.238898
17.5983,-321.871654,-321.812534,-471.315472,-471.238898
17.60842,-321.871654,-321.812534,-471.315472,-471.238898
17.61852,-321.871654,-321.812534,-471.315472,-471.238898
17.62882,-321.871654,-321.812534,-471.315472,-471.238898
17.63887,-321.871654,-321.812534,-471.315472,-471.238898
17.64904,-321.871654,-321.812534,-471.315472,-471.238898
17.65918,-321.871654,-321.812534,-471.315472,-471.238898
17.66951,-321.871654,-321.812534,-471.315472,-471.238898
17.67944,-321.871654,-321.812534,-471.315472,-471.238898
17.68959,-321.871654,-321.812534,-471.315472,-471.238898
17.69974,-321.871654,-321.812534,-471.315472,-471.238898
17.70989,-321.871654,-321.812534,-471.315472,-471.238898
